#from vertex, to vertex, sense, max rise delay mean, max rise delay sigma, max fall delay mean, max fall delay sigma, min rise delay mean, min rise delay sigma, min fall delay mean, min fall delay sigma
EmInst_3010/EmInst_1630/EmInst_2846/Y,EmInst_3010/EmInst_1630/EmInst_2926/B,pos_unate,7.3e-05,0,7.3e-05,0,7.3e-05,0,7.3e-05,0
EmInst_687/Q,EmInst_34/A,pos_unate,8.8e-05,0,8.8e-05,0,8.8e-05,0,8.8e-05,0
EmInst_226/Y,EmInst_279/A,pos_unate,2.8e-05,0,2.8e-05,0,2.8e-05,0,2.8e-05,0
EmInst_215/Y,EmInst_3013/EmInst_2712/EmInst_1309/CK,pos_unate,0.000968,0,0.000968,0,0.000968,0,0.000968,0
EmInst_523/Y,EmInst_550/C,pos_unate,5.9e-05,0,5.9e-05,0,5.9e-05,0,5.9e-05,0
EmInst_34/A,EmInst_34/Y,neg_unate,0.044628,0.00302162416622587,0.03828,0.00165684287435938,0.044628,0.00243177915422407,0.03828,0.00141214045947784
EmInst_204/Y,EmInst_725/CK,pos_unate,0.000892,0,0.000892,0,0.000892,0,0.000892,0
EmInst_207/Y,EmInst_3013/EmInst_2712/EmInst_1722/CK,pos_unate,0.000965,0,0.000965,0,0.000965,0,0.000965,0
EmInst_216/Y,EmInst_3013/EmInst_2712/EmInst_1285/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2712/EmInst_1032/Y,EmInst_3013/EmInst_2712/EmInst_1693/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3010/EmInst_796/Y,EmInst_3010/EmInst_1594/B,pos_unate,0.001554,0,0.001552,0,0.001554,0,0.001552,0
EmInst_3013/EmInst_2712/EmInst_1066/Y,EmInst_3013/EmInst_2712/EmInst_1441/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_1051/Y,EmInst_3013/EmInst_2712/EmInst_1530/E,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_614/Q,EmInst_537/A1,pos_unate,0.000915,0,0.000915,0,0.000915,0,0.000915,0
EmInst_3014/EmInst_1890/B,EmInst_3014/EmInst_1890/Y,neg_unate,0.061097,0.00809682352134935,0.06002,0.00585816434952359,0.060551,0.00555338742654311,0.059782,0.0054610387633703
EmInst_3013/EmInst_2712/EmInst_952/B,EmInst_3013/EmInst_2712/EmInst_952/Y,pos_unate,0.10842,0.0193099134931537,0.148686,0.0155684762442971,0.10842,0.00976527034230665,0.148686,0.0129286821083032
EmInst_208/Y,EmInst_3013/EmInst_2712/EmInst_1684/CK,pos_unate,0.00087,0,0.00087,0,0.00087,0,0.00087,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2737/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2761/S0,pos_unate,0.000372,0,0.000372,0,0.000372,0,0.000372,0
EmInst_438/Y,EmInst_697/B0,pos_unate,0.000107,0,0.000107,0,0.000107,0,0.000107,0
EmInst_3013/EmInst_2712/EmInst_1013/Y,EmInst_3013/EmInst_2712/EmInst_1702/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1201/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_3013/EmInst_2712/EmInst_1350/Y,EmInst_3013/EmInst_2712/EmInst_1698/D,pos_unate,0.000898,0,0.000898,0,0.000898,0,0.000898,0
EmInst_3013/EmInst_2712/EmInst_1069/Y,EmInst_3013/EmInst_2712/EmInst_1746/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1987/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2234/S0,pos_unate,0.001152,0,0.001152,0,0.001152,0,0.001152,0
EmInst_3013/EmInst_2712/EmInst_1062/Y,EmInst_3013/EmInst_2712/EmInst_1777/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_3013/EmInst_2712/EmInst_1047/Y,EmInst_3013/EmInst_2712/EmInst_1074/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_179/Y,EmInst_507/A,pos_unate,5.2e-05,0,5.2e-05,0,5.2e-05,0,5.2e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2035/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2035/Y,pos_unate,0.229126,0.0364585761394047,0.197079,0.0173791500177551,0.229114,0.0151846519435263,0.197054,0.00796971565597064
EmInst_3013/EmInst_2712/EmInst_1506/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2004/A,pos_unate,0.000194,0,0.000194,0,0.000194,0,0.000194,0
EmInst_324/AN,EmInst_324/Y,pos_unate,0.179665,0.0253775983953293,0.185747,0.0286572909588814,0.159973,0.00860151112044761,0.168253,0.015734721465593
EmInst_3013/EmInst_2707/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2737/A,pos_unate,0.000803,0,0.000803,0,0.000803,0,0.000803,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2291/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2551/S0,pos_unate,0.001133,0,0.001133,0,0.001133,0,0.001133,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1992/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2172/S0,pos_unate,0.001106,0,0.001106,0,0.001106,0,0.001106,0
EmInst_452/Y,EmInst_494/A,pos_unate,6.8e-05,0,6.8e-05,0,6.8e-05,0,6.8e-05,0
EmInst_254/Y,EmInst_267/A,pos_unate,6.7e-05,0,6.7e-05,0,6.7e-05,0,6.7e-05,0
EmInst_143/A,EmInst_143/Y,neg_unate,0.123172,0.0109011689293803,0.148255,0.0144439317753043,0.123172,0.0090091766283329,0.148249,0.00965450820128556
EmInst_450/Y,EmInst_507/B,pos_unate,0.000711,0,0.000711,0,0.000711,0,0.000711,0
EmInst_3013/EmInst_2712/EmInst_1245/A,EmInst_3013/EmInst_2712/EmInst_1245/Y,pos_unate,0.099394,0.00578100173757782,0.100077,0.00902217594507534,0.099394,0.00500434220619747,0.100077,0.00290436548524026
EmInst_214/Y,EmInst_3013/EmInst_2712/EmInst_1475/CK,pos_unate,0.000964,0,0.000964,0,0.000964,0,0.000964,0
EmInst_732/A,EmInst_732/Y,neg_unate,0.08793,0.0115566264360705,0.073722,0.00907733021064514,0.08793,0.0043181928621137,0.073722,0.00435815589779767
EmInst_214/Y,EmInst_3013/EmInst_2712/EmInst_1529/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_217/Y,EmInst_3013/EmInst_2712/EmInst_1507/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2146/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2392/A,pos_unate,0.00123,0,0.00123,0,0.00123,0,0.00123,0
reset,EmInst_708/AN,pos_unate,5.1e-05,0,5.1e-05,0,5.1e-05,0,5.1e-05,0
EmInst_3010/EmInst_1630/EmInst_2871/Y,EmInst_3010/EmInst_1630/EmInst_2911/A1,pos_unate,6.6e-05,0,6.6e-05,0,6.6e-05,0,6.6e-05,0
EmInst_3014/EmInst_1807/Y,EmInst_3014/EmInst_1826/A,pos_unate,0.001669,0,0.00162,0,0.001669,0,0.00162,0
EmInst_3013/EmInst_2712/EmInst_1783/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2224/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3010/EmInst_769/Y,EmInst_3010/EmInst_779/A,pos_unate,3.6e-05,0,3.6e-05,0,3.6e-05,0,3.6e-05,0
EmInst_76/AN,EmInst_76/Y,pos_unate,0.514034,0.0064253731324273,0.310502,0.0341258874126075,0.514034,0.00416268757574756,0.310502,0.0252755778252787
EmInst_3013/EmInst_2712/EmInst_1258/Y,EmInst_3013/EmInst_2712/EmInst_1359/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_203/Y,EmInst_59/CK,pos_unate,0.004117,0,0.004124,0,0.004117,0,0.004124,0
EmInst_3010/EmInst_870/Y,EmInst_3010/EmInst_880/B,pos_unate,5.6e-05,0,5.6e-05,0,5.6e-05,0,5.6e-05,0
EmInst_391/Y,EmInst_524/B1,pos_unate,6.7e-05,0,6.7e-05,0,6.7e-05,0,6.7e-05,0
EmInst_3013/EmInst_2712/EmInst_1320/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2266/A,pos_unate,0.000222,0,0.000222,0,0.000222,0,0.000222,0
reset,EmInst_55/S0,pos_unate,9e-05,0,9e-05,0,9e-05,0,9e-05,0
EmInst_3010/EmInst_1631/EmInst_2619/Y,EmInst_3010/EmInst_1631/EmInst_2645/B0,pos_unate,7.8e-05,0,7.8e-05,0,7.8e-05,0,7.8e-05,0
EmInst_208/Y,EmInst_3013/EmInst_2712/EmInst_1705/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1975/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2177/S0,pos_unate,0.000372,0,0.000372,0,0.000372,0,0.000372,0
EmInst_3013/EmInst_2712/EmInst_1368/Y,EmInst_3013/EmInst_2712/EmInst_1713/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1969/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2014/S0,pos_unate,0.000778,0,0.000778,0,0.000778,0,0.000778,0
EmInst_209/Y,EmInst_3013/EmInst_2712/EmInst_2654/CK,pos_unate,0.000967,0,0.000967,0,0.000967,0,0.000967,0
EmInst_214/Y,EmInst_3013/EmInst_2712/EmInst_1101/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2707/Y,EmInst_3013/EmInst_2712/EmInst_939/AN,pos_unate,0.000764,0,0.000764,0,0.000764,0,0.000764,0
EmInst_145/Y,EmInst_185/A,pos_unate,6e-06,0,6e-06,0,6e-06,0,6e-06,0
EmInst_334/A,EmInst_334/Y,neg_unate,0.106589,0.00996971998391194,0.067952,0.00385451299789035,0.106096,0.00714729978626906,0.06778,0.000245814300122258
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2803/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2819/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3013/EmInst_2712/EmInst_1249/Y,EmInst_3013/EmInst_2712/EmInst_1514/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3010/EmInst_1630/EmInst_2877/Y,EmInst_3010/EmInst_1630/EmInst_2905/A0,pos_unate,5.2e-05,0,5.2e-05,0,5.2e-05,0,5.2e-05,0
EmInst_171/Y,EmInst_200/A,pos_unate,0.005641,0,0.005645,0,0.005641,0,0.005645,0
EmInst_3010/EmInst_1630/EmInst_2880/Y,EmInst_3010/EmInst_1630/EmInst_2899/B,pos_unate,1.9e-05,0,1.9e-05,0,1.9e-05,0,1.9e-05,0
EmInst_212/Y,EmInst_3013/EmInst_2712/EmInst_1334/CK,pos_unate,0.00097,0,0.00097,0,0.00097,0,0.00097,0
EmInst_3014/EmInst_1865/Y,EmInst_3014/EmInst_1876/B,pos_unate,3.4e-05,0,3.4e-05,0,3.4e-05,0,3.4e-05,0
EmInst_3013/EmInst_2712/EmInst_1093/Y,EmInst_3013/EmInst_2712/EmInst_1192/D,pos_unate,0.000927,0,0.000927,0,0.000927,0,0.000927,0
EmInst_752/Y,paddr[2],pos_unate,4.3e-05,0,4.3e-05,0,4.3e-05,0,4.3e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2773/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2785/A,pos_unate,0.001492,0,0.001492,0,0.001492,0,0.001492,0
EmInst_210/Y,EmInst_3013/EmInst_2712/EmInst_2649/CK,pos_unate,0.000965,0,0.000965,0,0.000965,0,0.000965,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2501/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2723/B,pos_unate,0.000288,0,0.000288,0,0.000288,0,0.000288,0
EmInst_3010/EmInst_886/Y,EmInst_3010/EmInst_1560/A,pos_unate,0.000114,0,0.000114,0,0.000114,0,0.000114,0
EmInst_3010/EmInst_1631/EmInst_2636/Y,EmInst_3010/EmInst_1631/EmInst_2642/A,pos_unate,2.9e-05,0,2.9e-05,0,2.9e-05,0,2.9e-05,0
EmInst_217/Y,EmInst_3013/EmInst_2712/EmInst_1187/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1919/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2124/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_194/S0,EmInst_194/Y,neg_unate,0.282275,0.0306594838282589,0.264584,0.0276617748347929,0.195697,0.0150243392942439,0.253798,0.0181364785886568
EmInst_194/S0,EmInst_194/Y,pos_unate,0.282275,0.0306594838282589,0.264584,0.0276617748347929,0.195697,0.0150243392942439,0.253798,0.0181364785886568
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2010/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2081/S0,pos_unate,0.001194,0,0.001194,0,0.001194,0,0.001194,0
EmInst_3013/EmInst_2712/EmInst_976/Y,EmInst_3013/EmInst_2712/EmInst_1004/A,pos_unate,0.000757,0,0.000757,0,0.000757,0,0.000757,0
EmInst_217/Y,EmInst_3013/EmInst_2712/EmInst_1492/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2712/EmInst_1261/Y,EmInst_3013/EmInst_2712/EmInst_1508/D,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_3013/EmInst_2712/EmInst_991/B,EmInst_3013/EmInst_2712/EmInst_991/Y,neg_unate,0.352677,0.045082174921174,0.208581,0.0189739817451743,0.352677,0.0149885171094089,0.208581,0.00592672545702188
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2034/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2444/S0,pos_unate,0.00119,0,0.00119,0,0.00119,0,0.00119,0
EmInst_3010/EmInst_796/Y,EmInst_3010/EmInst_1623/A,pos_unate,0.00186,0,0.001858,0,0.00186,0,0.001858,0
EmInst_3013/EmInst_2712/EmInst_965/Y,EmInst_3013/EmInst_2712/EmInst_1059/A,pos_unate,0.001327,0,0.001327,0,0.001327,0,0.001327,0
EmInst_207/Y,EmInst_3013/EmInst_2712/EmInst_1778/CK,pos_unate,0.000965,0,0.000965,0,0.000965,0,0.000965,0
EmInst_3013/EmInst_2712/EmInst_1473/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2020/A,pos_unate,0.00018,0,0.00018,0,0.00018,0,0.00018,0
EmInst_3010/EmInst_883/Y,EmInst_3010/EmInst_1591/B,pos_unate,3.5e-05,0,3.5e-05,0,3.5e-05,0,3.5e-05,0
EmInst_3010/EmInst_1588/Y,EmInst_3010/EmInst_1618/C,pos_unate,9.7e-05,0,9.7e-05,0,9.7e-05,0,9.7e-05,0
EmInst_3013/EmInst_2712/EmInst_1018/Y,EmInst_3013/EmInst_2712/EmInst_1059/B,pos_unate,0.001096,0,0.001096,0,0.001096,0,0.001096,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2788/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2788/Y,neg_unate,0.13451,0.0118426225567955,0.147223,0.00922804506775449,0.111146,0.00941043215094456,0.089226,0.00269070261487708
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2788/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2788/Y,pos_unate,0.13451,0.0118426225567955,0.147223,0.00922804506775449,0.111146,0.00941043215094456,0.089226,0.00269070261487708
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2250/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2419/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_1247/Y,EmInst_3013/EmInst_2712/EmInst_1510/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_1234/Y,EmInst_3013/EmInst_2712/EmInst_1342/A,pos_unate,0.000843,0,0.000843,0,0.000843,0,0.000843,0
EmInst_525/A1N,EmInst_525/Y,pos_unate,0.146242,0.012114968501421,0.143515,0.0176969258513427,0.146242,0.00186354873682043,0.143515,0.00776425124499558
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2834/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2834/Y,neg_unate,0.1627,0.0143245460559856,0.179298,0.0112385294726927,0.12784,0.0108238681210008,0.112463,0.00339143846162465
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2834/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2834/Y,pos_unate,0.1627,0.0143245460559856,0.179298,0.0112385294726927,0.12784,0.0108238681210008,0.112463,0.00339143846162465
EmInst_3010/EmInst_1630/EmInst_2870/Y,EmInst_3010/EmInst_1630/EmInst_2891/A,pos_unate,0.000138,0,0.000138,0,0.000138,0,0.000138,0
EmInst_3013/EmInst_2712/EmInst_1345/Y,EmInst_3013/EmInst_2712/EmInst_1682/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_213/Y,EmInst_3013/EmInst_2712/EmInst_1134/CK,pos_unate,0.000966,0,0.000966,0,0.000966,0,0.000966,0
EmInst_3013/EmInst_2712/EmInst_966/B,EmInst_3013/EmInst_2712/EmInst_966/Y,neg_unate,0.272486,0.0536776429651359,0.2748,0.018748266646696,0.272486,0.0266130531915182,0.2748,0.0137967032524148
EmInst_478/Y,EmInst_517/B0,pos_unate,1.5e-05,0,1.5e-05,0,1.5e-05,0,1.5e-05,0
EmInst_730/Q,portbout[7],pos_unate,0.000129,0,0.000129,0,0.000129,0,0.000129,0
EmInst_214/Y,EmInst_3013/EmInst_2712/EmInst_1128/CK,pos_unate,0.000869,0,0.000869,0,0.000869,0,0.000869,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1966/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1992/A,pos_unate,0.000868,0,0.000868,0,0.000868,0,0.000868,0
EmInst_3013/EmInst_2712/EmInst_1004/Y,EmInst_3013/EmInst_2712/EmInst_1468/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_3010/EmInst_1631/EmInst_2582/A,EmInst_3010/EmInst_1631/EmInst_2582/Y,neg_unate,0.06506,0.0109202659447967,0.057209,0.00616384706181838,0.064915,0.00564286169846438,0.056886,0.00340208517647492
EmInst_195/C,EmInst_195/Y,pos_unate,0.361942,0.036253774960805,0.432405,0.0370092001080301,0.360841,0.00293044121214546,0.432403,0.0321520132156514
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2389/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2470/B,pos_unate,0.000211,0,0.000211,0,0.000211,0,0.000211,0
EmInst_3013/EmInst_2712/EmInst_1051/B,EmInst_3013/EmInst_2712/EmInst_1051/Y,neg_unate,0.357383,0.0456837358825609,0.26044,0.0236914378860644,0.357383,0.0151885187015651,0.26044,0.0074002731697843
EmInst_490/Y,EmInst_569/A0,pos_unate,4.8e-05,0,4.8e-05,0,4.8e-05,0,4.8e-05,0
EmInst_3014/EmInst_1896/A,EmInst_3014/EmInst_1896/Y,neg_unate,0.068631,0.00464679322739642,0.055795,0.00241493072557161,0.060246,0.00328280377622531,0.054137,0.00199710156882841
EmInst_3013/EmInst_2712/EmInst_1116/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2281/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_307/CK,EmInst_307/Q,rising_edge,0.199632,0.0124345955221086,0.216804,0.0178881628403979,0.199626,0.00252338152200918,0.216797,0.00386414737538359
EmInst_3013/EmInst_2712/EmInst_1368/Y,EmInst_3013/EmInst_2712/EmInst_1782/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3010/EmInst_1630/EmInst_2916/Y,EmInst_3010/EmInst_1630/EmInst_2921/A,pos_unate,3.5e-05,0,3.5e-05,0,3.5e-05,0,3.5e-05,0
EmInst_3010/EmInst_1543/Y,EmInst_3010/EmInst_1549/C,pos_unate,4.5e-05,0,4.5e-05,0,4.5e-05,0,4.5e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2346/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2346/Y,neg_unate,0.129454,0.0113974787039432,0.141554,0.00887270801111863,0.10758,0.00910850854550426,0.084942,0.00256151414960761
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2346/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2346/Y,pos_unate,0.129454,0.0113974787039432,0.141554,0.00887270801111863,0.10758,0.00910850854550426,0.084942,0.00256151414960761
EmInst_3013/EmInst_2712/EmInst_1228/Y,EmInst_3013/EmInst_2712/EmInst_1516/D,pos_unate,0.000898,0,0.000898,0,0.000898,0,0.000898,0
EmInst_3013/EmInst_2712/EmInst_1353/Y,EmInst_3013/EmInst_2712/EmInst_1690/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2320/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2446/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3008/EmInst_2686/Y,EmInst_3008/EmInst_2687/A,pos_unate,2.7e-05,0,2.7e-05,0,2.7e-05,0,2.7e-05,0
reset,EmInst_23/A,pos_unate,0.000304,0,0.000304,0,0.000304,0,0.000304,0
EmInst_3010/EmInst_1631/EmInst_1637/Y,EmInst_3010/EmInst_1631/EmInst_1641/A,pos_unate,1.9e-05,0,1.9e-05,0,1.9e-05,0,1.9e-05,0
EmInst_3010/EmInst_1630/EmInst_2851/Y,EmInst_3010/EmInst_1630/EmInst_2870/A,pos_unate,4e-05,0,4e-05,0,4e-05,0,4e-05,0
EmInst_3013/EmInst_2712/EmInst_1060/Y,EmInst_3013/EmInst_2712/EmInst_1125/E,pos_unate,0.000877,0,0.000877,0,0.000877,0,0.000877,0
EmInst_616/Y,EmInst_750/A0,pos_unate,0.000318,0,0.000396,0,0.000318,0,0.000396,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1917/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2109/A,pos_unate,0.000227,0,0.000227,0,0.000227,0,0.000227,0
EmInst_3010/EmInst_1631/EmInst_1648/Y,EmInst_3010/EmInst_1631/EmInst_2565/A,pos_unate,2.3e-05,0,2.3e-05,0,2.3e-05,0,2.3e-05,0
EmInst_3014/EmInst_1796/Y,EmInst_3014/EmInst_1821/A1,pos_unate,0.000302,0,0.000302,0,0.000302,0,0.000302,0
EmInst_3006/Q,EmInst_3014/EmInst_1800/B,pos_unate,0.000525,0,0.000525,0,0.000525,0,0.000525,0
EmInst_3010/EmInst_783/Y,EmInst_3010/EmInst_847/A,pos_unate,2.7e-05,0,2.7e-05,0,2.7e-05,0,2.7e-05,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_1988/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2090/S0,pos_unate,0.000918,0,0.000918,0,0.000918,0,0.000918,0
EmInst_211/Y,EmInst_3013/EmInst_2712/EmInst_1078/CK,pos_unate,0.000969,0,0.000969,0,0.000969,0,0.000969,0
EmInst_3013/EmInst_2712/EmInst_1059/Y,EmInst_3013/EmInst_2712/EmInst_1431/E,pos_unate,0.000872,0,0.000872,0,0.000872,0,0.000872,0
EmInst_3013/EmInst_2712/EmInst_1250/A,EmInst_3013/EmInst_2712/EmInst_1250/Y,pos_unate,0.199586,0.0317581652774422,0.178061,0.0157020729317253,0.199586,0.0132276680726653,0.178061,0.00720155662619276
EmInst_3013/EmInst_2712/EmInst_1744/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2297/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_958/Y,EmInst_3013/EmInst_2712/EmInst_965/B,pos_unate,0.001313,0,0.001313,0,0.001313,0,0.001313,0
EmInst_3013/EmInst_2712/EmInst_1260/Y,EmInst_3013/EmInst_2712/EmInst_1404/D,pos_unate,0.000902,0,0.000902,0,0.000902,0,0.000902,0
EmInst_472/Y,EmInst_516/A1,pos_unate,0.000612,0,0.000612,0,0.000612,0,0.000612,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2121/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2306/A,pos_unate,0.00101,0,0.00101,0,0.00101,0,0.00101,0
EmInst_3013/EmInst_2712/EmInst_1285/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2199/A,pos_unate,0.000222,0,0.000222,0,0.000222,0,0.000222,0
EmInst_3005/Q,EmInst_255/B,pos_unate,0.000136,0,0.000136,0,0.000136,0,0.000136,0
EmInst_3010/EmInst_792/Y,EmInst_3010/EmInst_878/A1,pos_unate,0.000128,0,0.000128,0,0.000128,0,0.000128,0
EmInst_3013/EmInst_2712/EmInst_1267/Q,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2194/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2132/A,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2132/Y,pos_unate,0.218222,0.0133924355078136,0.189928,0.0128511578468447,0.218221,0.0116674668594854,0.189928,0.00937173617074269
EmInst_3010/EmInst_1553/Y,EmInst_3010/EmInst_1562/C,pos_unate,8.9e-05,0,8.9e-05,0,8.9e-05,0,8.9e-05,0
EmInst_19/Y,EmInst_264/B,pos_unate,0.000485,0,0.000485,0,0.000485,0,0.000485,0
reset,EmInst_710/B,pos_unate,9.1e-05,0,9.1e-05,0,9.1e-05,0,9.1e-05,0
EmInst_3013/EmInst_2712/EmInst_965/Y,EmInst_3013/EmInst_2712/EmInst_1065/B,pos_unate,0.00129,0,0.00129,0,0.00129,0,0.00129,0
EmInst_3013/EmInst_2712/EmInst_1025/Y,EmInst_3013/EmInst_2712/EmInst_1761/E,pos_unate,0.00082,0,0.00082,0,0.00082,0,0.00082,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2041/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2207/S0,pos_unate,0.000949,0,0.000949,0,0.000949,0,0.000949,0
EmInst_618/Q,EmInst_546/B,pos_unate,0.000758,0,0.000758,0,0.000758,0,0.000758,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2051/Y,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2475/A,pos_unate,0.000292,0,0.000292,0,0.000292,0,0.000292,0
EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2482/S0,EmInst_3013/EmInst_2712/EmInst_2656/EmInst_2482/Y,neg_unate,0.131177,0.0115491762629749,0.143431,0.00899035974075446,0.109927,0.00930722270758177,0.086416,0.00260596414909575
